579,Mobile Suit Gundam: Iron-Blooded Orphans,25,"Action, Drama, Mecha, Sci-Fi, Space",7.96
580,Shin Mazinger Shougeki! Z-hen,26,"Action, Mecha, Shounen, Super Power",7.96
581,Tentai Senshi Sunred,26,"Comedy, Parody, Seinen, Super Power",7.96
582,Yuusha-Ou GaoGaiGar,49,"Adventure, Mecha, Sci-Fi, Shounen",7.96
583,Bleach,366,"Action, Comedy, Shounen, Super Power, Supernatural",7.95
584,Chuunibyou demo Koi ga Shitai!,12,"Comedy, Drama, Romance, School, Slice of Life",7.95
585,City Hunter 3,13,"Action, Comedy, Mystery, Shounen",7.95
586,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,11,"Action, Horror, Mystery, Psychological",7.95
587,Detective Conan Movie 08: Time Travel of the Silver Sky,1,"Adventure, Mystery",7.95
588,Detective Conan OVA 10: Kid in Trap Island,1,"Adventure, Comedy, Mystery, Police, Shounen",7.95
589,Dragon Ball Kai,97,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",7.95
590,Hetalia World Series,48,"Comedy, Historical, Parody",7.95
591,Jungle wa Itsumo Hare nochi Guu Deluxe,6,"Comedy, Slice of Life",7.95
592,Kami nomi zo Shiru Sekai,12,"Comedy, Harem, Romance, Shounen, Supernatural",7.95
593,Kyousou Giga (TV),10,"Action, Fantasy, Supernatural",7.95
594,Magic Kaito 1412,24,"Adventure, Comedy, Romance, Shounen",7.95
595,Nejimaki Seirei Senki: Tenkyou no Alderamin,13,"Action, Adventure, Fantasy, Military",7.95
596,Plastic Memories,13,"Drama, Romance, Sci-Fi",7.95
597,Psycho-Pass Movie,1,"Action, Military, Police, Sci-Fi",7.95
598,Seto no Hanayome,26,"Comedy, Parody, Romance, School",7.95
599,Sidonia no Kishi: Daikyuu Wakusei Seneki,12,"Action, Mecha, Sci-Fi, Seinen, Space",7.95
600,Tanoshii Muumin Ikka,78,"Adventure, Comedy, Fantasy, Kids, Slice of Life",7.95
601,Tasogare Otome x Amnesia,12,"Horror, Mystery, Romance, School, Shounen, Supernatural",7.95
602,Vampire Hunter D (2000),1,"Action, Drama, Fantasy, Horror, Romance, Sci-Fi, Vampire",7.95
603,Yuru Yuri Nachuyachumi!,1,"Comedy, Shoujo Ai, Slice of Life",7.95
604,Break Blade 3: Kyoujin no Ato,1,"Action, Fantasy, Mecha, Military, Shounen",7.94
605,Danshi Koukousei no Nichijou Specials,6,"Comedy, School, Shounen, Slice of Life",7.94
606,Detective Conan Movie 09: Strategy Above the Depths,1,"Adventure, Comedy, Mystery, Police, Shounen",7.94
607,Detective Conan Movie 12: Full Score of Fear,1,"Adventure, Comedy, Mystery, Police, Shounen",7.94
608,Final Fantasy VII: Advent Children,1,"Action, Fantasy, Super Power",7.94
609,Free!: Eternal Summer,13,"Comedy, School, Slice of Life, Sports",7.94
610,Hakuouki Movie 1: Kyoto Ranbu,1,"Action, Drama, Historical, Josei, Samurai, Supernatural",7.94
611,Hidamari Sketch x ☆☆☆ Specials,2,"Comedy, School, Slice of Life",7.94
612,K: Missing Kings,1,"Action, Super Power, Supernatural",7.94
613,Last Exile,26,"Action, Adventure, Sci-Fi",7.94
614,Little Busters!: EX,8,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",7.94
615,Mobile Suit Gundam Wing: Endless Waltz Movie,1,"Action, Drama, Mecha, Military, Sci-Fi, Space",7.94
616,Naruto: Shippuuden,Unknown,"Action, Comedy, Martial Arts, Shounen, Super Power",7.94
617,Pokemon: The Origin,4,"Action, Adventure, Comedy, Fantasy, Kids",7.94
618,Yuru Yuri♪♪,12,"Comedy, School, Shoujo Ai, Slice of Life",7.94
619,Zan Sayonara Zetsubou Sensei Bangaichi,2,"Comedy, Parody, School",7.94
620,3-gatsu no Lion,23,"Drama, Game, Seinen, Slice of Life",7.93
621,91 Days,12,"Action, Drama, Historical",7.93
622,Akagami no Shirayuki-hime,12,"Drama, Fantasy, Romance, Shoujo",7.93
623,Drifters,12,"Action, Adventure, Comedy, Fantasy, Historical, Samurai, Seinen",7.93
624,Gake no Ue no Ponyo,1,"Adventure, Fantasy",7.93
625,Ghost in the Shell 2: Innocence,1,"Mecha, Military, Police, Psychological, Sci-Fi",7.93
626,Haikyuu!! Movie 1: Owari to Hajimari,1,"Comedy, Drama, School, Shounen, Sports",7.94
627,Haikyuu!! OVA,2,"Shounen, Sports",7.93
628,Hoozuki no Reitetsu OVA,3,"Comedy, Fantasy, Supernatural",7.93
629,Keroro Gunsou,358,"Comedy, Sci-Fi, Shounen",7.93
630,Lupin III: Part II,155,"Action, Adventure, Comedy, Shounen",7.93
631,Macross F Movie 1: Itsuwari no Utahime,1,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",7.93
632,Mobile Suit Gundam Seed,50,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",7.93
633,Nodame Cantabile Finale Special,1,"Comedy, Josei, Music, Romance",7.93
634,Paradise Kiss,12,"Comedy, Drama, Josei, Romance, Slice of Life",7.93
635,Saint Seiya: The Hades Chapter Sanctuary - Yomigaerishi Gold Saint-tachi no Shinwa,2,"Adventure, Sci-Fi, Shounen",7.93
636,Saraiya Goyou,12,"Historical, Samurai, Seinen",7.93
637,Shiki Specials,2,"Horror, Mystery, Supernatural, Vampire",7.93
638,Slayers Try,26,"Adventure, Comedy, Demons, Fantasy, Magic, Shounen",7.93
639,To LOVE-Ru Darkness 2nd Specials,2,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",7.93
640,Transformers the Movie,1,"Action, Mecha",7.93
641,Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,1,"Action, Drama, Military, Sci-Fi, Space",7.93
642,Wolf&#039;s Rain,26,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",7.93
643,Akatsuki no Yona OVA,3,"Action, Comedy, Fantasy, Shoujo",7.92
644,Ao no Exorcist,25,"Action, Demons, Fantasy, Shounen, Supernatural",7.92
645,Claymore,26,"Action, Adventure, Demons, Fantasy, Shounen, Super Power, Supernatural",7.92
646,Detective Conan: Episode One - Chiisaku Natta Meitantei,1,"Adventure, Comedy, Mystery, Police, Shounen",8.10
647,Ghost in the Shell: Stand Alone Complex - Solid State Society 3D,1,"Mecha, Military, Mystery, Police, Sci-Fi, Seinen",7.91
648,Golden Time,24,"Comedy, Romance, Seinen",7.92
649,Hadashi no Gen,1,"Drama, Historical",7.92
650,Hayate no Gotoku!!,25,"Action, Comedy, Harem, Parody, Romance",7.92
651,Jinrui wa Suitai Shimashita,12,"Comedy, Fantasy, Seinen",7.92
652,Kyoukai no Kanata Movie: I&#039;ll Be Here - Kako-hen - Yakusoku no Kizuna,1,Music,7.92
653,Little Witch Academia: Mahoujikake no Parade,1,"Adventure, Comedy, Fantasy, Magic, School",7.92
654,Lucky☆Star: Original na Visual to Animation,1,"Comedy, Parody, School, Slice of Life",7.92
655,New Initial D Movie: Legend 1 - Kakusei,1,"Action, Cars, Seinen, Sports",7.92
656,Pandora Hearts,25,"Adventure, Fantasy, Mystery, Shounen, Supernatural",7.92
657,Rurouni Kenshin DVD-BOX Special Ending,1,"Historical, Romance",7.92
658,Berserk: Ougon Jidai-hen I - Haou no Tamago,1,"Action, Adventure, Demons, Fantasy, Military, Seinen, Supernatural",7.91
659,Capeta,52,"Cars, Shounen, Sports",7.91
660,Charlotte,13,"Drama, School, Super Power",7.91
661,City Hunter &#039;91,13,"Action, Comedy, Mystery, Shounen",7.91
662,Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.,1,"Adventure, Drama, Fantasy",7.91
663,Lupin the IIIrd: Jigen Daisuke no Bohyou,1,"Action, Adventure, Comedy, Drama, Seinen",7.91
664,Master Keaton OVA,15,"Adventure, Mystery",7.91
665,Mobile Suit Gundam Thunderbolt: December Sky,1,"Action, Drama, Mecha, Military, Sci-Fi, Space",7.92
666,Nisekoi,20,"Comedy, Harem, Romance, School, Shounen",7.91
667,Pokemon XY&amp;Z,47,"Action, Adventure, Comedy, Fantasy, Kids",7.91
668,To LOVE-Ru Darkness 2nd OVA,3,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",7.91
669,Yamada-kun to 7-nin no Majo (TV),12,"Comedy, Harem, Mystery, Romance, School, Shounen, Supernatural",7.91
670,Aoi Bungaku Series,12,"Drama, Historical, Psychological, Seinen, Thriller",7.90
671,Arashi no Yoru ni,1,"Adventure, Comedy, Drama, Fantasy",7.90
672,Bokura wa Minna Kawaisou,12,"Comedy, Romance, School, Slice of Life",7.90
673,Chi&#039;s Sweet Home: Atarashii Ouchi,104,"Comedy, Kids, Slice of Life",7.90
674,Densetsu Kyojin Ideon: Hatsudou-hen,1,"Drama, Mecha, Sci-Fi, Space",7.90
675,Ginga Tetsudou 999,113,"Adventure, Drama, Sci-Fi, Space",7.90
676,Hana yori Dango,51,"Drama, Romance, School, Shoujo",7.90
677,Hanasakeru Seishounen,39,"Drama, Romance, Shoujo",7.90
678,Hidamari Sketch x 365,13,"Comedy, School, Slice of Life",7.90
679,Hidamari Sketch x SP,2,"Comedy, School, Slice of Life",7.90
680,Ie Naki Ko,51,"Adventure, Drama, Historical, Kids, Slice of Life",7.90
681,Michiko to Hatchin,22,"Action, Adventure",7.90
682,New Initial D Movie: Legend 2 - Tousou,1,"Cars, Seinen, Sports",7.90
683,Persona 3 the Movie 2: Midsummer Knight&#039;s Dream,1,"Action, Fantasy, Seinen, Supernatural",7.90
684,Sexy Commando Gaiden: Sugoiyo!! Masaru-san,48,"Comedy, Martial Arts, School, Shounen",7.90
685,Tegamibachi Reverse,25,"Adventure, Fantasy, Shounen, Supernatural",7.90
686,Ao Haru Ride,12,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",7.89
687,Bishoujo Senshi Sailor Moon S,38,"Drama, Magic, Romance, Shoujo",7.89
688,Digimon Adventure,54,"Action, Adventure, Comedy, Fantasy, Kids",7.89
689,Furiko,1,"Drama, Music, Romance, Slice of Life",7.89
690,Heartcatch Precure!,49,"Action, Comedy, Fantasy, Magic, School, Shoujo, Slice of Life",7.89
691,InuYasha,167,"Action, Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",7.89
692,InuYasha: Kuroi Tessaiga,1,"Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",7.89
693,InuYasha: Tenka Hadou no Ken,1,"Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural",7.89
694,K-On!!: Keikaku!,1,"Comedy, Music, School, Slice of Life",7.89
695,"Kumo no Mukou, Yakusoku no Basho",1,"Drama, Military, Romance, Sci-Fi",7.89
696,Lupin III vs. Detective Conan,1,"Action, Adventure, Comedy, Mystery, Shounen",7.89
697,Mobile Suit Gundam,43,"Action, Mecha, Military, Sci-Fi, Space",7.89
698,Mobile Suit Gundam III: Encounters in Space,1,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",7.89
699,Noragami OVA,2,"Action, Adventure, Shounen",7.89
700,Seitokai Yakuindomo OVA,8,"Comedy, School, Shounen, Slice of Life",7.89
701,Urusei Yatsura Movie 2: Beautiful Dreamer,1,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",7.89
702,Yamato Nadeshiko Shichihenge♥,25,"Comedy, Shoujo",7.89
703,Another,12,"Horror, Mystery, School, Supernatural, Thriller",7.88
704,Ansatsu Kyoushitsu (TV) 2nd Season: Kagaijugyou-hen,8,"Action, Comedy, School, Shounen",7.88
705,Ao no Exorcist Movie,1,"Action, Demons, Fantasy, Shounen, Supernatural",7.88
706,Arslan Senki (TV),25,"Action, Adventure, Drama, Fantasy, Historical, Shounen",7.88
707,Binbougami ga!,13,"Comedy, Parody, Shounen, Supernatural",7.88
708,Black Jack,12,Drama,7.88
709,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,13,"Action, Adventure, Comedy, Fantasy, Romance",7.88
710,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,1,"Action, Mystery, Supernatural",7.88
711,Hetalia World Series Specials,4,"Comedy, Historical, Parody",7.88
712,K-On!: Live House!,1,"Comedy, Music, School, Slice of Life",7.88
713,Kyou kara Maou!,78,"Adventure, Comedy, Demons, Fantasy, Shoujo",7.88
714,Kyoukai no Kanata,12,"Fantasy, Slice of Life, Supernatural",7.88
715,Mind Game,1,"Adventure, Comedy, Dementia, Psychological, Romance",7.88
716,Oniisama e...,39,"Drama, School, Shoujo, Shoujo Ai",7.88
717,Servamp Specials,3,Comedy,7.88
718,Shingeki no Kyojin OVA,3,"Action, Drama, Fantasy, Shounen, Super Power",7.88
719,Tamayura: Sotsugyou Shashin Part 3 - Akogare,1,"Comedy, Drama, Slice of Life",7.88
720,The Last: Naruto the Movie,1,"Action, Martial Arts, Romance, Shounen, Super Power",7.88
721,The Law of Ueki,51,"Adventure, Comedy, Drama, Shounen, Supernatural",7.88
722,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,1,"Action, Mecha, Military",7.87
723,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,12,"Action, Horror, Mystery, Psychological",7.87
724,Hai to Gensou no Grimgar,12,"Action, Adventure, Drama, Fantasy",7.87
725,High School DxD New,12,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",7.87
726,Huyao Xiao Hongniang: Yue Hong,13,"Comedy, Romance",7.87
727,Jin-Rou,1,"Drama, Military, Police, Psychological, Romance",7.87
728,K-On!,13,"Comedy, Music, School, Slice of Life",7.87
729,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,1,"Adventure, Drama, Fantasy",7.87
730,Lucky☆Star,24,"Comedy, Parody, School, Slice of Life",7.87
731,Mobile Suit Gundam Wing,49,"Action, Drama, Mecha, Military, Sci-Fi, Space",7.87
732,Mobile Suit Gundam Wing: Endless Waltz,3,"Action, Drama, Mecha, Military, Sci-Fi, Space",7.87
733,Piano no Mori,1,"Adventure, Comedy, Drama, Music, School, Seinen",7.87
734,Ranma ½,161,"Comedy, Fantasy, Martial Arts, Slice of Life",7.87
735,Ranma ½ OVA,6,"Comedy, Martial Arts, Romance, Shounen",7.87
736,Sidonia no Kishi,12,"Action, Mecha, Sci-Fi, Seinen, Space",7.87
737,Slayers,26,"Adventure, Comedy, Demons, Fantasy, Magic",7.87
738,Sora no Otoshimono: Tokeijikake no Angeloid,1,"Comedy, Drama, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",7.87
739,Soukou Kihei Votoms,52,"Action, Drama, Mecha, Military, Sci-Fi, Space",7.87
740,Tantei Gakuen Q,45,"Comedy, Drama, Mystery, Police, Shounen",7.87
741,Toaru Kagaku no Railgun,24,"Action, Sci-Fi, Super Power",7.87
742,Uchuu Kaizoku Captain Harlock,42,"Action, Adventure, Drama, Sci-Fi, Seinen, Space",7.87
743,Watashi no Ashinaga Ojisan,40,"Comedy, Historical, Romance, School, Shoujo, Slice of Life",7.87
744,Break Blade 2: Ketsubetsu no Michi,1,"Action, Fantasy, Mecha, Military, Shounen",7.86
745,Chibi Maruko-chan,142,"Comedy, Shoujo, Slice of Life",7.86
746,Detective Conan Movie 16: The Eleventh Striker,1,"Adventure, Comedy, Mystery, Police, Shounen, Sports",7.86
747,Genshiken 2,12,"Comedy, Parody, Slice of Life",7.86
748,Giovanni no Shima,1,"Drama, Historical",7.86
749,Hellsing I: Digest for Freaks,1,"Action, Horror, Military, Seinen, Super Power, Supernatural, Vampire",7.86
750,Kuroko no Basket: Mou Ikkai Yarimasen ka,1,"Comedy, School, Shounen, Sports",7.86
751,Macross F: Close Encounter - Deculture Edition,1,"Action, Mecha, Military, Music, Sci-Fi, Space",7.86
752,Non Non Biyori Repeat OVA,1,"Comedy, School, Seinen, Slice of Life",7.86
753,Nurarihyon no Mago OVA,2,"Action, Demons, Shounen, Supernatural",7.86
754,One Piece: Episode of Luffy - Hand Island no Bouken,1,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",7.86
755,One Punch Man Specials,6,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",7.86
756,Seikai no Senki,13,"Action, Military, Romance, Sci-Fi, Space",7.86
757,Sora no Otoshimono: Forte,12,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",7.86
758,Space☆Dandy,13,"Comedy, Sci-Fi, Space",7.86
759,Arakawa Under the Bridge x Bridge,13,"Comedy, Romance, Seinen",7.85
760,Detective Conan Movie 10: Promo Special,1,"Adventure, Comedy, Mystery, Police, Shounen",7.85
761,Elfen Lied,13,"Action, Drama, Horror, Psychological, Romance, Seinen, Supernatural",7.85
762,Hachimitsu to Clover Specials,2,"Comedy, Drama, Josei, Romance, Slice of Life",7.85
763,Hello! Lady Lynn,36,Drama,7.85
764,Kami nomi zo Shiru Sekai: Tenri-hen,2,"Comedy, Harem, Romance, Shounen, Supernatural",7.85
765,Kimi to Boku.,13,"Comedy, Drama, Romance, School, Shounen, Slice of Life",7.85
766,Mahou Sensei Negima! Mou Hitotsu no Sekai,4,"Action, Adventure, Ecchi, Magic, Shounen, Supernatural",7.85
767,Maria-sama ga Miteru: Haru,13,"Drama, Romance, School, Shoujo, Shoujo Ai",7.85
768,Mobile Suit Gundam 0080: War in the Pocket,6,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",7.85
769,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,10,"Comedy, Fantasy, Supernatural",7.85
770,Nanatsu no Taizai OVA,2,"Action, Adventure, Fantasy, Shounen, Supernatural",7.85
771,One Punch Man: Road to Hero,1,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",7.85
772,Romeo x Juliet,24,"Drama, Fantasy, Historical, Romance",7.85
773,School Rumble Ichi Gakki Hoshuu,2,"Comedy, Romance, School, Shounen",7.85
774,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,1,"Comedy, Drama, Slice of Life",7.85
775,Ajin Part 1: Shoudou,1,"Action, Horror, Mystery, Seinen, Supernatural",7.84
776,Akame ga Kill!,24,"Action, Adventure, Fantasy",7.84
777,AKB0048: Next Stage,13,"Music, Sci-Fi",7.84
778,Change!! Getter Robo: Sekai Saigo no Hi,13,"Action, Adventure, Horror, Mecha, Psychological, Sci-Fi, Shounen",7.84
779,Death Note Rewrite,2,"Mystery, Police, Psychological, Supernatural, Thriller",7.84
780,Detective Conan Movie 17: Private Eye in the Distant Sea,1,"Adventure, Comedy, Mystery, Police, Shounen",7.84
781,Hakuouki Sekkaroku,6,"Action, Demons, Drama, Fantasy, Historical, Josei",7.84
782,Hoozuki no Reitetsu,13,"Comedy, Fantasy, Supernatural",7.84
783,Kuroko no Basket NG-shuu,9,"Comedy, School, Shounen, Sports",7.84
784,Memories,3,"Drama, Horror, Psychological, Sci-Fi",7.84
785,Naruto: Shippuuden Movie 6 - Road to Ninja,1,"Action, Adventure, Martial Arts, Shounen, Super Power",7.84
786,Owari no Seraph: Nagoya Kessen-hen,12,"Action, Drama, Shounen, Supernatural, Vampire",7.84
787,Seikai no Senki III,2,"Action, Military, Romance, Sci-Fi, Space",7.84
788,Seitokai Yakuindomo*,13,"Comedy, School, Shounen, Slice of Life",7.84
789,Space Cobra,31,"Action, Adventure, Sci-Fi, Space",7.84
790,Toaru Majutsu no Index II,24,"Action, Magic, Sci-Fi, Super Power",7.84
791,Tsuritama,12,"Comedy, Sci-Fi, Slice of Life, Sports",7.84
792,Yowamushi Pedal Movie,1,"Comedy, Drama, Shounen, Sports",7.84
793,Yuru Yuri Nachuyachumi!+,2,"Comedy, Shoujo Ai, Slice of Life",7.84
794,Baka to Test to Shoukanjuu,13,"Comedy, Romance, School, Super Power",7.83
795,Chi&#039;s Sweet Home,104,"Comedy, Slice of Life",7.83
796,Densetsu no Yuusha no Densetsu,24,"Action, Adventure, Fantasy, Magic, Shounen",7.83
797,Fairy Tail OVA,5,"Comedy, Ecchi, Fantasy, Magic, Shounen",7.83
798,Ichigo Mashimaro OVA,3,"Comedy, School, Slice of Life",7.83
799,Kingsglaive: Final Fantasy XV,1,Action,7.83
800,Mobile Police Patlabor 2: The Movie,1,"Drama, Mecha, Mystery, Police, Sci-Fi",7.83
801,Persona 3 the Movie 1: Spring of Birth,1,"Action, Fantasy, Seinen, Supernatural",7.83
802,Rozen Maiden: Ouvertüre,2,"Action, Comedy, Drama, Magic, Seinen",7.83
803,Seikai no Monshou,13,"Action, Military, Romance, Sci-Fi, Space",7.83
804,Shaman King,64,"Action, Adventure, Comedy, Drama, Shounen, Supernatural",7.83
805,Sword Art Online,25,"Action, Adventure, Fantasy, Game, Romance",7.83
806,Tetsuwan Birdy Decode:02,12,"Action, Comedy, Sci-Fi",7.83
807,Bishoujo Senshi Sailor Moon Crystal Season III,13,"Demons, Magic, Romance, Shoujo",7.83
808,Bokurano,24,"Drama, Mecha, Psychological, Sci-Fi",7.82
809,Bounen no Xamdou,26,"Action, Military, Sci-Fi",7.82
810,Break Blade 6: Doukoku no Toride,1,"Action, Mecha, Military, Shounen",7.82
811,Detective Conan: Conan vs. Kid - Shark &amp; Jewel,1,"Adventure, Comedy, Kids, Mystery, Police, Shounen",7.82
812,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,1,"Adventure, Drama, Fantasy, Shounen",7.82
813,Hakkenden: Touhou Hakken Ibun 2nd Season,13,"Action, Fantasy, Shoujo, Supernatural",7.82
814,Hidamari Sketch x 365 Specials,3,"Comedy, School, Slice of Life",7.82
815,K: Return of Kings,13,"Action, Super Power, Supernatural",7.82
816,Kill la Kill Special,1,"Action, Comedy, School, Super Power",7.82
817,Kochira Katsushikaku Kameari Kouenmae Hashutsujo (TV),373,"Comedy, Police, Slice of Life",7.82
818,Macross Plus,4,"Drama, Mecha, Military, Romance, Sci-Fi, Space",7.82
819,Macross Plus Movie Edition,1,"Action, Adventure, Mecha, Military, Romance, Sci-Fi, Space",7.82
820,Mitsudomoe Zouryouchuu!,8,"Comedy, School, Slice of Life",7.82
821,Prince of Tennis: Another Story - Messages From Past and Future,4,"Comedy, School, Shounen, Sports",7.82
822,Saint Seiya: Meiou Hades Elysion-hen,6,"Action, Fantasy, Shounen, Super Power",7.82
823,To LOVE-Ru Darkness,12,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",7.82
824,To LOVE-Ru Darkness OVA,6,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",7.82
825,Working!!,13,"Comedy, Slice of Life",7.82
826,Yume-iro Pâtissière SP Professional,13,"Shoujo, Slice of Life",7.82
827,Daa! Daa! Daa!,78,"Comedy, Sci-Fi, Shoujo",7.81
828,Digimon Adventure: Bokura no War Game!,1,"Adventure, Comedy, Kids, Sci-Fi",7.81
829,Eikoku Koi Monogatari Emma,12,"Drama, Historical, Romance, Seinen, Slice of Life",7.81
830,Full Metal Panic!,24,"Action, Comedy, Mecha, Military, Sci-Fi",7.81
831,Guilty Crown,22,"Action, Drama, Sci-Fi, Super Power",7.81
832,Hoshi wo Ou Kodomo,1,"Adventure, Fantasy, Romance",7.81
833,"Ima, Soko ni Iru Boku",13,"Adventure, Drama, Fantasy, Military, Sci-Fi",7.81
834,Jigoku Shoujo Mitsuganae,26,"Mystery, Psychological, Supernatural",7.81
835,Kara no Kyoukai 1: Fukan Fuukei,1,"Action, Mystery, Supernatural, Thriller",7.81
836,Kimagure Orange☆Road: Ano Hi ni Kaeritai,1,"Comedy, Drama, Romance, Shounen, Slice of Life",7.81
837,Kono Subarashii Sekai ni Shukufuku wo! OVA,1,"Comedy, Fantasy",7.81
838,Kubikiri Cycle: Aoiro Savant to Zaregototsukai,8,"Action, Drama, Mystery, Supernatural",7.82
839,Lupin the Third: Mine Fujiko to Iu Onna,13,"Action, Adventure, Comedy, Ecchi, Samurai, Seinen",7.81
840,Minami-ke,13,"Comedy, School, Slice of Life",7.81
841,Mobile Suit Gundam: Char&#039;s Counterattack,1,"Drama, Mecha, Military, Sci-Fi, Space",7.81
842,Naruto,220,"Action, Comedy, Martial Arts, Shounen, Super Power",7.81
843,New Game!,12,"Comedy, Slice of Life",7.81
844,Shigatsu wa Kimi no Uso: Moments,1,"Music, Shounen",7.81
845,Top wo Nerae 2! Diebuster,6,"Action, Comedy, Mecha, Sci-Fi, Space",7.81
846,Baka to Test to Shoukanjuu: Matsuri,2,"Comedy, School, Super Power",7.80
847,Blood+,50,"Action, Drama, Horror, Military, Mystery, Supernatural, Vampire",7.80
848,Chrno Crusade,24,"Action, Demons, Historical, Romance, Supernatural",7.80
849,Free!: FrFr - Short Movie,7,"Comedy, Sports",7.80
850,Fruits Basket,26,"Comedy, Drama, Fantasy, Romance, Shoujo, Slice of Life",7.80
851,Gakuen Alice,26,"Comedy, Magic, School, Shoujo",7.80
852,Haikyuu!! Movie 2: Shousha to Haisha,1,"Comedy, Drama, School, Shounen, Sports",7.81
853,Hourou Musuko,11,"Drama, School, Slice of Life",7.80
854,Huyao Xiao Hongniang: Wangquan Fugui,14,"Comedy, Romance, Supernatural",7.80
855,Shoukoujo Sara,46,"Drama, Historical, Shoujo, Slice of Life",7.80
856,Soredemo Sekai wa Utsukushii,12,"Adventure, Fantasy, Romance, Shoujo",7.80
857,Tenkuu no Escaflowne,26,"Adventure, Fantasy, Mecha, Romance, Shoujo",7.80
858,The Disappearance of Conan Edogawa: The Worst Two Days in History,1,"Adventure, Comedy, Mystery, Police, Shounen",7.80
859,To LOVE-Ru Darkness 2nd,12,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",7.80
860,Tokyo Ravens,24,"Comedy, School, Shounen, Super Power, Supernatural",7.80
861,Aikatsu! Movie,1,"Music, School, Shoujo, Slice of Life",7.79
862,Angel Beats! Specials,2,"Action, Comedy, School, Supernatural",7.79
863,Aria The Animation,13,"Fantasy, Sci-Fi, Shounen, Slice of Life",7.79
864,Break Blade 1: Kakusei no Toki,1,"Action, Fantasy, Mecha, Military, Shounen",7.79
865,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,1,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",7.79
866,Denpa-teki na Kanojo,2,"Mystery, School, Thriller",7.79
867,Dragon Quest: Dai no Daibouken,46,"Adventure, Comedy, Demons, Fantasy, Magic, Martial Arts, Shounen",7.79
868,Higashi no Eden Soushuuhen: Air Communication,1,"Comedy, Mystery, Romance",7.79
869,Ichigo Mashimaro Encore,2,"Comedy, Slice of Life",7.79
870,Inu x Boku SS Special,1,"Comedy, Shounen, Supernatural",7.79
871,Jigoku Shoujo,26,"Horror, Mystery, Psychological, Supernatural",7.79
872,New Initial D Movie: Legend 3 - Mugen,1,"Cars, Seinen, Sports",7.79
873,Nobunaga Concerto,10,"Historical, Romance, Shounen",7.79
874,Panty &amp; Stocking with Garterbelt,13,"Action, Comedy, Ecchi, Parody, Supernatural",7.79
875,Poyopoyo Kansatsu Nikki,52,"Comedy, Seinen, Slice of Life",7.79
876,Pretty Rhythm: Rainbow Live,51,"Music, Shoujo, Slice of Life, Sports",7.79
877,Ranma ½ Super,3,"Adventure, Comedy, Martial Arts, Romance, Shounen, Supernatural",7.79
878,Servant x Service,13,"Comedy, Slice of Life",7.79
879,Shakugan no Shana II (Second),24,"Action, Drama, Fantasy, Romance, School, Supernatural",7.79
880,Tales of Vesperia: The First Strike,1,"Action, Adventure, Fantasy, Magic, Military",7.79
881,Toaru Hikuushi e no Tsuioku,1,"Adventure, Military, Romance",7.79
882,Towa no Quon 6: Towa no Quon,1,"Action, Super Power, Supernatural",7.79
883,Ajin,13,"Action, Horror, Mystery, Seinen, Supernatural",7.78
